School 01 ,Admission 2008,Admission 2009,Admission 2010,Admission 2011,Admission 2012,Admission 2013,Admission 2014,Admission 2015,Admission 2016,Admission 2017,Admission 2018,Enrollment 2008,Enrollment 2009,Enrollment 2010,Enrollment 2011,Enrollment 2012,Enrollment 2013,Enrollment 2014,Enrollment 2015,Enrollment 2016,Enrollment 2017,Enrollment 2018,Satreading 2008,Satreading 2009,Satreading 2010,Satreading 2011,Satreading 2012,Satreading 2013,Satreading 2014,Satreading 2015,Satreading 2016,Satreading 2017,Satreading 2018,Satmath 2008,Satmath 2009,Satmath 2010,Satmath 2011,Satmath 2012,Satmath 2013,Satmath 2014,Satmath 2015,Satmath 2016,Satmath 2017,Satmath 2018,Acteq 2008,Acteq 2009,Acteq 2010,Acteq 2011,Acteq 2012,Acteq 2013,Acteq 2014,Acteq 2015,Acteq 2016,Acteq 2017,Acteq 2018,ACT 2008,ACT 2009,ACT 2010,ACT 2011,ACT 2012,ACT 2013,ACT 2014,ACT 2015,ACT 2016,ACT 2017,ACT 2018,Instate 2008,Instate 2009,Instate 2010,Instate 2011,Instate 2012,Instate 2013,Instate 2014,Instate 2015,Instate 2016,Instate 2017,Instate 2018,Outstate 2008,Outstate 2009,Outstate 2010,Outstate 2011,Outstate 2012,Outstate 2013,Outstate 2014,Outstate 2015,Outstate 2016,Outstate 2017,Outstate 2018,Apps 2008,Apps 2009,Apps 2010,Apps 2011,Apps 2012,Apps 2013,Apps 2014,Apps 2015,Apps 2016,Apps 2017,Apps 2018,Logapps 2008,Logapps 2009,Logapps 2010,Logapps 2011,Logapps 2012,Logapps 2013,Logapps 2014,Logapps 2015,Logapps 2016,Logapps 2017,Logapps 2018,Dlogapps 2008,Dlogapps 2009,Dlogapps 2010,Dlogapps 2011,Dlogapps 2012,Dlogapps 2013,Dlogapps 2014,Dlogapps 2015,Dlogapps 2016,Dlogapps 2017,Dlogapps 2018,Dapps 2008,Dapps 2009,Dapps 2010,Dapps 2011,Dapps 2012,Dapps 2013,Dapps 2014,Dapps 2015,Dapps 2016,Dapps 2017,Dapps 2018,Percdap 2008,Percdap 2009,Percdap 2010,Percdap 2011,Percdap 2012,Percdap 2013,Percdap 2014,Percdap 2015,Percdap 2016,Percdap 2017,Percdap 2018,Wins 2008,Wins 2009,Wins 2010,Wins 2011,Wins 2012,Wins 2013,Wins 2014,Wins 2015,Wins 2016,Wins 2017,Wins 2018,Seed 2008,Seed 2009,Seed 2010,Seed 2011,Seed 2012,Seed 2013,Seed 2014,Seed 2015,Seed 2016,Seed 2017,Seed 2018,Acceptrate 2008,Acceptrate 2009,Acceptrate 2010,Acceptrate 2011,Acceptrate 2012,Acceptrate 2013,Acceptrate 2014,Acceptrate 2015,Acceptrate 2016,Acceptrate 2017,Acceptrate 2018,Dacceptrate 2008,Dacceptrate 2009,Dacceptrate 2010,Dacceptrate 2011,Dacceptrate 2012,Dacceptrate 2013,Dacceptrate 2014,Dacceptrate 2015,Dacceptrate 2016,Dacceptrate 2017,Dacceptrate 2018,Netprice 2008,Netprice 2009,Netprice 2010,Netprice 2011,Netprice 2012,Netprice 2013,Netprice 2014,Netprice 2015,Netprice 2016,Netprice 2017,Netprice 2018
Georgetown University,3521,3514,3682,3643,3480,3413,3384,3358,3369,3365,3320,1576,1571,1555,1573,1599,1570,1578,1567,1574,1597,1621,730,740,750,750,740,750,760,750,760,760,750,730,750,750,750,750,750,760,750,760,760,780,32.85,33.525,33.75,33.75,33.525,33.75,34.2,33.75,34.2,34.2,34.425,32,33,33,33,33,33,33,34,34,34,34,54200,54954,56485,58125,59900,62179,64540,66971,69313,71580,73840,54200,54954,56485,58125,59900,62179,64540,66971,69313,71580,73840,18697,18696,18616,18077,19254,20115,19505,19478,19997,21462,22872,9.83611836216528,9.83606487621869,9.83177670498213,9.80239569097486,9.86547411033791,9.90922108438389,9.87842612194076,9.87704090252115,9.903337541285,9.97403920848707,10.0376687340021,0,-5.34859465801674E-05,-0.004288171236567,-0.0293810140072726,0.0630784193630571,0.0437469740459768,-0.0307949624431316,-0.00138521941961223,0.0262966387638581,0.0707016672020693,0.0636295255150756,0,-1,-80,-539,1177,861,-610,-27,519,1465,1410,0,-5.34845162325507E-05,-0.00427899015832264,-0.0289535883111302,0.0651103612325054,0.0447179806793394,-0.0303256276410639,-0.00138426044603948,0.026645446144368,0.0732609891483723,0.0656975118814649,1,0,0,0,1,0,0,1,0,0,0,2,0,3,6,3,2,0,4,0,0,0,0.188318981654811,0.187954642704322,0.197786850021487,0.201526802013608,0.180741664069804,0.169674372358936,0.173493975903614,0.172399630352192,0.168475271290694,0.156788742894418,0.145155648828262,0,-0.000364338950489013,0.009832207317165,0.00373995199212102,-0.020785137943804,-0.011067291710868,0.003819603544678,-0.00109434555142202,-0.00392435906149799,-0.011686528396276,-0.011633094066156,27966,27095,27793,31443,32018,32826,37404,39562,37638,39600,38829
Howard University,4731,4976,4976,4790,4857,5762,6661,7436,5468,6964,6617,1464,1598,1603,1494,1546,1394,1479,1676,901,2079,1501,670,660,660,580,580,590,610,610,620,650,650,680,660,660,570,580,590,610,610,620,640,635,30.375,29.7,29.7,25.875,26.1,26.55,27.45,27.45,27.9,29.025,28.9125,29,29,25,25,26,26,27,27,28,28,27,25221,27985,30127,39237,40129,41643,43116,43116,41488,43201,44651,25221,27985,30127,39237,40129,41643,43116,43116,41488,43201,44651,9750,9209,9209,8794,9015,11687,13760,15163,18225,16815,20946,9.18502256399189,9.12793654572137,9.12793654572137,9.08182494974076,9.10664513563742,9.36623239193316,9.52952111148733,9.62661352880094,9.81054955687686,9.73002662417437,9.94970297633309,0,-0.0570860182705264,0,-0.0461115959806122,0.0248201858966635,0.259587256295738,0.163288719554178,0.0970924173136059,0.183936028075919,-0.0805229327024897,0.219676352158722,0,-541,0,-415,221,2672,2073,1403,3062,-1410,4131,0,-0.0554871794871795,0,-0.0450646107069172,0.0251307709802138,0.296394897393234,0.177376572259776,0.101962209302326,0.20193893029084,-0.0773662551440329,0.245673505798394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485230769230769,0.540340970789445,0.540340970789445,0.544689561064362,0.538768718801997,0.493026439633781,0.484084302325581,0.490404273560641,0.30002743484225,0.414154029140648,0.315907571851428,0,0.055110201558676,0,0.00434859027491696,-0.005920842262365,-0.0457422791682159,-0.00894213730820004,0.00631997123506001,-0.190376838718391,0.114126594298398,-0.09824645728922,26631,27078,26521,25993,25814,25786,26749,26625,27420,28509,28442
Bethune-Cookman University,2747,3587,3543,3152,3953,4948,5056,NA,NA,NA,NA,1194,1027,928,896,912,1022,1061,NA,NA,NA,NA,530,470,460,450,450,460,450,NA,NA,NA,NA,530,460,460,450,450,450,440,NA,NA,NA,NA,23.85,20.925,20.7,20.25,20.25,20.475,20.025,NA,NA,NA,NA,21,19,19,19,18,18,18,NA,NA,NA,NA,25198,25308,26152,27030,26958,27058,27070,27070,28820,29172,29876,25198,25308,26152,27030,26958,27058,27070,27070,28820,29172,29876,4983,5188,5154,4707,5380,7429,7936,NA,NA,NA,NA,8.51378739828141,8.55410354543633,8.54752839121231,8.45680604140114,8.59044365315583,8.91314653915181,8.97916464896471,NA,NA,NA,NA,0,0.0403161471549289,-0.00657515422402355,-0.090722349811168,0.133637611754688,0.322702885995977,0.0660181098129016,NA,NA,NA,NA,0,205,-34,-447,673,2049,507,NA,NA,NA,NA,0,0.0411398755769617,-0.00655358519660756,-0.0867287543655413,0.142978542596133,0.380855018587361,0.0682460627271504,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551274332731286,0.691403238242097,0.687427240977881,0.669640960271935,0.734758364312268,0.666038497778974,0.637096774193548,NA,NA,NA,NA,0,0.140128905510811,-0.00397599726421605,-0.017786280705946,0.0651174040403331,-0.0687198665332941,-0.0289417235854259,NA,NA,NA,NA,14131,16403,16771,24202,21981,22337,20429,22712,21061,19196,21439
Florida Agricultural and Mechanical University,NA,4823,4993,3540,2795,2263,2456,2998,2174,3437,3488,NA,2499,2815,1830,1364,1145,1237,1485,1087,1562,1372,NA,500,510,510,520,520,523,540,550,580,590,NA,510,510,520,520,510,510,530,530,560,580,NA,22.725,22.95,23.175,23.4,23.175,23.2425,24.075,24.3,25.65,26.325,NA,21,21,22,22,22,22,23,24,22,23,14414,15336,16833,18219,19317,19545,19585,20389,22420,22881,23207,26354,27277,28774,30160,31258,31485,31525,32329,34360,34821,35147,NA,7951,8170,7322,5747,5029,5017,5832,6988,7533,8976,NA,8.98105298590148,9.00822418785405,8.89863879368018,8.65643325850774,8.52297643617196,8.52058742448425,8.67111527368849,8.85194967125395,8.9270486478257,9.10230962776248,NA,NA,0.0271712019525658,-0.109585394173868,-0.24220553517244,-0.133456822335777,-0.00238901168771122,0.150527849204241,0.180834397565453,0.0750989765717467,0.175260979936784,NA,NA,219,-848,-1575,-718,-12,815,1156,545,1443,NA,NA,0.0275437051943152,-0.103794369645043,-0.215105162523901,-0.124934748564468,-0.0023861602704315,0.162447677895156,0.198216735253772,0.0779908414424728,0.191557148546396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.606590365991699,0.611138310893513,0.48347446052991,0.486340699495389,0.44999005766554,0.489535579031294,0.514060356652949,0.311104751001717,0.456259126510023,0.388591800356506,NA,NA,0.00454794490181398,-0.127663850363603,0.002866238965479,-0.036350641829849,0.039545521365754,0.024524777621655,-0.202955605651232,0.145154375508306,-0.067667326153517,15695,15840,16497,17325,16518,16193,16645,16521,17313,15309,16515
Florida Atlantic University,6388,6745,7325,9805,10873,11880,9867,10725,9509,9107,10156,2776,2632,2613,3347,3237,3479,3060,3474,3191,2791,3163,550,570,570,570,570,560,570,570,570,620,630,560,580,580,580,580,570,570,570,570,600,610,24.975,25.875,25.875,25.875,25.875,25.425,25.65,25.65,25.65,27.45,27.9,23,25,25,25,25,24,25,25,25,26,25,14199,15439,16101,19814,21262,21583,21871,22255,22645,23359,24235,25181,26116,26771,31322,33707,34027,34316,34700,35090,35804,36680,13150,14532,14442,28197,25726,24889,14944,15847,15907,15176,17120,9.48417703760591,9.58410839334109,9.57789590701113,10.2469708682884,10.1552574326387,10.1221812177767,9.61206516046862,9.67073548694281,9.67451454289836,9.62747051161485,9.74800264969573,0,0.0999313557351815,-0.00621248632996441,0.669074961277284,-0.0917134356497495,-0.0330762148619552,-0.510116057308082,0.0586703264741839,0.00377905595555283,-0.0470440312835105,0.120532138080883,0,1382,-90,13755,-2471,-837,-9945,903,60,-731,1944,0,0.105095057034221,-0.00619322873658134,0.952430411300374,-0.087633436181154,-0.0325351784187204,-0.399574109044156,0.0604255888650964,0.00378620559096359,-0.045954611177469,0.128096995255667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485779467680608,0.464148086980457,0.507201218667775,0.347732028229954,0.422646349996113,0.477319297681707,0.660264989293362,0.676784249384742,0.597787137738103,0.600092250922509,0.593224299065421,0,-0.021631380700151,0.043053131687318,-0.159469190437821,0.074914321766159,0.054672947685594,0.182945691611655,0.0165192600913801,-0.078997111646639,0.00230511318440596,-0.006867951857088,8021,7680,9816,10683,11335,12075,11112,13096,13529,14692,14610
Florida International University,7090,6778,9411,10605,6418,10720,10648,10806,10920,10683,11366,3348,3147,3983,4541,2636,4525,4141,4202,4599,4335,4441,600,600,580,580,610,590,590,590,610,630,640,590,590,580,580,610,590,580,580,600,610,620,26.775,26.775,26.1,26.1,27.45,26.55,26.325,26.325,27.225,27.9,28.35,25,26,25,25,27,26,26,26,27,27,27,19762,21654,21852,22420,23347,22968,23111,23240,23512,23688,23496,32161,34054,34252,34819,35746,35367,35509,35638,35910,36086,35904,16277,18151,18623,20736,15863,20190,20175,21442,21809,19757,19410,9.6975083473915,9.80648093459398,9.83215265493151,9.939626599152,9.67174463240846,9.91294271130688,9.91219949313815,9.97310689441619,9.99007800761723,9.89126313791341,9.87354367616306,0,0.10897258720248,0.0256717203375274,0.107473944220496,-0.267881966743547,0.241198078898428,-0.000743218168732795,0.0609074012780351,0.0169711132010413,-0.0988148697038209,-0.0177194617503496,0,1874,472,2113,-4873,4327,-15,1267,367,-2052,-347,0,0.115131781040732,0.0260040769103631,0.113461848252161,-0.235001929012346,0.272773119838618,-0.000742942050520059,0.0628004956629492,0.0171159406771756,-0.0940895960383328,-0.0175633952523156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435583952816858,0.373422951903476,0.505342855608656,0.511429398148148,0.404589295845679,0.530955918771669,0.527781908302354,0.503964182445667,0.500710715759549,0.540719744900542,0.585574446161772,0,-0.062161000913382,0.13191990370518,0.00608654253949204,-0.106840102302469,0.12636662292599,-0.00317401046931498,-0.0238177258566871,-0.00325346668611803,0.040009029140993,0.04485470126123,9477,9734,11919,11838,13614,13360,12177,11303,10100,9486,9861
Florida State University,11901,14308,15498,16561,16124,16803,16763,16674,16840,17381,18504,5031,5967,5952,6135,5738,6048,6021,6100,6282,6523,6324,640,640,640,650,640,640,640,640,640,670,680,650,650,650,640,640,640,640,640,640,660,670,29.025,29.025,29.025,29.025,28.8,28.8,28.8,28.8,28.8,29.925,30.375,28,28,28,28,29,29,29,29,29,30,30,17451,17880,18756,20372,20920,21543,21599,22071,22575,21774,22168,31896,32325,33200,35498,36088,36709,36765,37237,37741,34904,35298,25485,23439,26037,28313,30040,29579,30266,29828,29027,35334,50314,10.1458453227741,10.0621565806649,10.1672738823124,10.2510763421136,10.3102851058781,10.2948199290672,10.317780249247,10.3032028286637,10.2759817103076,10.4726009521726,10.8260386473811,0,-0.0836887421092882,0.1051173016475,0.0838024598012481,0.0592087637644685,-0.0154651768108351,0.0229603201797364,-0.0145774205832865,-0.0272211183560938,0.196619241865033,0.353437695208472,0,-2046,2598,2276,1727,-461,687,-438,-801,6307,14980,0,-0.0802825191288994,0.110840906182004,0.0874140646003764,0.0609967152897962,-0.0153462050599201,0.0232259373203962,-0.0144716843983348,-0.0268539627195923,0.217280463017191,0.423954265013868,0,0,0,2,1,0,0,0,0,1,3,0,5,9,10,3,0,0,0,0,3,9,0.466980576809888,0.610435598788344,0.595229865191842,0.584925652527108,0.536750998668442,0.568071942932486,0.553855811802022,0.559004961780877,0.580149515967892,0.491905813097866,0.367770401876217,0,0.143455021978456,-0.015205733596502,-0.0103042126647339,-0.048174653858666,0.031320944264044,-0.0142161311304639,0.00514914997885496,0.021144554187015,-0.088243702870026,-0.124135411221649,13331,9534,10415,11933,12122,11552,11326,12966,12219,9180,9888
University of Florida,10916,11015,11459,11786,12092,12618,13072,13892,13836,13758,15077,6384,6253,6381,6451,6289,6373,6512,6887,6842,6428,6801,680,670,670,670,670,670,670,670,680,710,710,700,690,690,690,690,690,690,680,690,690,730,31.05,30.6,30.6,30.6,30.6,30.6,30.6,30.375,30.825,31.5,32.4,30,29,30,30,31,31,31,31,31,32,32,15248,16183,17874,19257,20013,19103,20553,20661,21251,21131,21211,32093,35554,40151,41534,42290,41381,42831,42939,43529,43409,43489,26326,25798,26512,27295,27419,27107,28662,29220,30118,32747,38905,10.1783123229854,10.1580522485251,10.1853527396663,10.2144588142159,10.2189914827211,10.2075472760964,10.263327482618,10.2826086853047,10.3128782786468,10.3965666338141,10.568878056051,0,-0.0202600744602712,0.0273004911412631,0.0291060745495138,0.004532668505286,-0.0114442066246951,0.0557802065215682,0.019281202686674,0.0302695933420729,0.0836883551673839,0.172311422236882,0,-528,714,783,124,-312,1555,558,898,2629,6158,0,-0.0200562181873433,0.0276765640747345,0.029533796016898,0.00454295658545521,-0.0113789707866808,0.0573652562068838,0.0194682855348545,0.0307323750855578,0.0872899926953981,0.188047760100162,0,0,0,3,3,3,4,0,0,3,1,0,0,10,2,7,3,1,0,0,4,6,0.414647116918636,0.426971083029692,0.432219372359686,0.431800696098187,0.441008060104307,0.465488619175859,0.456074244644477,0.475427789185489,0.459393053987649,0.420130088252359,0.387533736023647,0,0.012323966111056,0.00524828932999399,-0.000418676261498996,0.00920736400611999,0.024480559071552,-0.009414374531382,0.019353544541012,-0.01603473519784,-0.03926296573529,-0.032596352228712,11945,11775,12464,15031,15511,16737,16708,16506,16450,13318,12568
Jacksonville University,1872,3668,3916,3369,1537,1657,1648,2035,2694,2582,3865,540,669,634,529,505,528,400,469,507,576,624,560,560,550,560,560,550,NA,NA,NA,563,560,560,560,560,570,560,560,NA,NA,NA,590,645,25.2,25.2,24.975,25.425,25.2,24.975,NA,NA,NA,25.9425,27.1125,24,25,24,26,25,24,NA,NA,NA,27,27,35543,37693,39630,41194,42824,44670,46800,49150,51513,53150,54868,35543,37693,39630,41194,42824,44670,46800,49150,51513,53150,54868,2941,6854,9500,8096,3379,3498,2939,3803,3333,2978,4298,7.986504938554,8.83258770243455,9.15904707758863,8.99912539152725,8.12533508671429,8.15994665557855,7.98582466641892,8.24354550792826,8.11162807830774,7.99900721324396,8.36590507720246,0,0.846082763880558,0.326459375154078,-0.159921686061384,-0.873790304812957,0.034611568864257,-0.17412198915963,0.257720841509343,-0.13191742962052,-0.112620865063786,0.366897863958501,0,3913,2646,-1404,-4717,119,-559,864,-470,-355,1320,0,1.3304998299898,0.386051940472717,-0.147789473684211,-0.582633399209486,0.0352175199763244,-0.15980560320183,0.293977543382103,-0.123586642124638,-0.106510651065107,0.443250503693754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636518191091466,0.535161949226729,0.412210526315789,0.416131422924901,0.454868304232021,0.473699256718125,0.560734943858455,0.535103865369445,0.808280828082808,0.867024848891874,0.899255467659377,0,-0.101356241864737,-0.12295142291094,0.00392089660911199,0.03873688130712,0.018830952486104,0.08703568714033,-0.02563107848901,0.273176962713363,0.058744020809066,0.032230618767503,10101,10476,11579,13619,15157,14786,14610,14761,15283,11313,10457
University of Miami,8411,9700,10157,10635,11020,11691,12069,12629,12267,10939,11021,2010,2006,2132,2172,2012,2140,2078,2084,2066,2212,2367,680,680,680,690,700,700,690,690,680,700,690,700,700,700,710,720,720,730,700,710,720,740,31.05,31.05,31.05,31.5,31.95,31.95,31.95,31.275,31.275,31.95,32.175,31,31,32,32,32,32,32,32,32,32,32,49950,53544,55454,56512,58782,60906,62854,62329,64306,66274,68460,49950,53544,55454,56512,58782,60906,62854,62329,64306,66274,68460,21774,21845,25899,27747,27757,28907,31613,33420,32528,30638,34281,9.98847187644113,9.99172734138554,10.1619596369036,10.2308830052224,10.2312433396166,10.2718390593042,10.3613237073814,10.4169098021494,10.3898565358681,10.3299963475726,10.4423465438148,0,0.0032554649444112,0.170232295518096,0.0689233683187389,0.000360334394212458,0.0405957196876088,0.0894846480772209,0.0555860947679729,-0.027053266281257,-0.0598601882954863,0.112350196242181,0,71,4054,1848,10,1150,2706,1807,-892,-1890,3643,0,0.00326076972536052,0.185580224307622,0.071354106336152,0.000360399322449274,0.0414309903808048,0.0936105441588543,0.0571600291019517,-0.0266906044284859,-0.0581037875061486,0.118904628239441,1,0,0,0,0,2,0,0,2,0,0,7,0,0,0,0,2,0,0,3,8,6,0.386286396619822,0.444037537193866,0.392177304143017,0.383284679424803,0.397016968692582,0.404434911959041,0.381773321102078,0.377887492519449,0.377121249385145,0.357040276780469,0.321490038213588,0,0.057751140574044,-0.051860233050849,-0.008892624718214,0.013732289267779,0.007417943266459,-0.022661590856963,-0.00388582858262904,-0.000766243134303957,-0.020080972604676,-0.035550238566881,21456,20737,19211,20585,20618,20538,26988,29004,25674,21820,24020
University of North Florida,3371,6459,5964,5471,5415,5682,6756,6171,7322,8399,8753,1181,2227,1998,1777,1611,1615,1862,1577,1981,2293,2474,630,610,620,620,620,620,630,630,620,650,650,640,600,610,620,620,610,610,610,600,630,630,28.575,27.225,27.675,27.9,27.9,27.675,27.9,27.9,27.45,28.8,28.8,25,24,25,26,26,26,26,27,26,26,27,16116,19021,18109,19057,20116,20575,21077,21102,21210,21210,21384,25430,32410,31497,32445,34575,34978,35481,35506,35614,35614,35788,7030,10159,11744,11053,10412,10635,11154,10902,11346,14305,14330,8.85794198480471,9.22611529109155,9.3710977508543,9.31045716331096,9.25071426611446,9.27190572763434,9.3195534569495,9.29670153762423,9.33662053788651,9.56836440548421,9.57011052082222,0,0.368173306286835,0.144982459762751,-0.0606405875433413,-0.0597428971965002,0.0211914615198818,0.0476477293151625,-0.022851919325273,0.0399190002622856,0.231743867597698,0.0017461153380065,0,3129,1585,-691,-641,223,519,-252,444,2959,25,0,0.445092460881935,0.156019293237523,-0.0588385558583106,-0.0579933049850719,0.021417595082597,0.0488011283497884,-0.0225927918235611,0.0407264722069345,0.260796756566191,0.00174764068507515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479516358463727,0.635790924303573,0.50783378746594,0.494978738803945,0.52007299270073,0.534273624823695,0.605701990317375,0.566042927903137,0.645337563899172,0.587137364557847,0.610816468946267,0,0.156274565839846,-0.127957136837633,-0.012855048661995,0.025094253896785,0.014200632122965,0.07142836549368,-0.039659062414238,0.0792946359960349,-0.0582001993413249,0.0236791043884199,26758,27216,27636,28656,31164,33284,35444,37424,42204,43305,33102
University of South Florida,12326,11853,12997,11107,12334,12900,13284,13566,13350,14490,14940,4507,3874,4531,3476,3872,3904,4168,4164,4053,4165,4435,610,620,610,620,630,620,620,630,620,650,660,630,640,620,630,640,640,630,640,630,660,670,27.9,28.35,27.675,28.125,28.575,28.35,28.125,28.575,28.125,29.475,29.925,28,28,27,27,28,28,28,28,28,29,30,17597,18927,19798,20590,20394,20760,20910,21110,21410,21410,23320,30314,29736,30607,29780,30317,31674,31824,32024,32324,32324,34234,27031,27932,29182,29194,28547,28512,24988,30393,28628,31944,35043,10.2047396345166,10.2375282639659,10.281307359824,10.2817184876905,10.2593071307539,10.2580803302705,10.1261509886135,10.3219675977218,10.2621405388585,10.3717396487431,10.4643311578238,0,0.0327886294493176,0.0437790958580422,0.000411127866556171,-0.0224113569366402,-0.001226800483348,-0.131929341657075,0.195816609108327,-0.0598270588632985,0.109599109884568,0.0925915090807479,0,901,1250,12,-647,-35,-3524,5405,-1765,3316,3099,0,0.0333321001812734,0.0447515394529572,0.000411212391200055,-0.0221620881002946,-0.00122604827127194,-0.123597081930415,0.216303825836401,-0.0580725825025499,0.115830655302501,0.0970135236664162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0.455994968739595,0.424351997708721,0.445377287368926,0.380454887990683,0.432059410796231,0.452441077441077,0.531615175284136,0.446352778600336,0.46632667318709,0.453606311044328,0.426333361869703,0,-0.031642971030874,0.021025289660205,-0.064922399378243,0.051604522805548,0.020381666644846,0.0791740978430591,-0.0852623966838,0.019973894586754,-0.012720362142762,-0.027272949174625,10132,11316,10413,11135,13207,13244,13194,13484,13524,10809,9857
Stetson University,2215,2479,1962,2296,2934,6227,6728,7119,7957,7958,9121,617,502,547,715,818,852,773,983,813,864,895,610,600,620,620,630,640,NA,NA,NA,NA,NA,600,600,610,610,630,630,NA,NA,NA,NA,NA,27.225,27,27.675,27.675,28.35,28.575,NA,NA,NA,NA,NA,26,26,26,27,28,28,NA,NA,NA,NA,NA,41272,43420,46394,48972,50972,53712,55716,57734,59766,61374,63282,41272,43420,46394,48972,50972,53712,55716,57734,59766,61374,63282,4110,4640,3884,3454,4862,10509,10986,11216,12130,11732,13330,8.32117830749028,8.4424696452203,8.26462082941122,8.14728825870662,8.48920515487607,9.2599873118656,9.30437701390257,9.32509660927437,9.4034370019381,9.37007543009734,9.49777241317275,0,0.121291337730021,-0.177848815809085,-0.117332570704592,0.341916896169446,0.770782156989528,0.0443897020369679,0.0207195953718067,0.0783403926637245,-0.0333615718407554,0.127696983075413,0,530,-756,-430,1408,5647,477,230,914,-398,1598,0,0.128953771289538,-0.162931034482759,-0.110710607621009,0.407643312101911,1.16145619086796,0.0453896660005709,0.0209357363917713,0.081490727532097,-0.0328112118713932,0.136208660075009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538929440389294,0.53426724137931,0.505149330587024,0.664736537348002,0.603455368161251,0.592539727852317,0.612415801929729,0.634718259629101,0.655976916735367,0.678315717695193,0.684246061515379,0,-0.00466219900998399,-0.029117910792286,0.159587206760978,-0.061281169186751,-0.010915640308934,0.019876074077412,0.022302457699372,0.021258657106266,0.0223388009598261,0.00593034382018598,11421,11875,12503,13222,11335,11355,11514,11398,11766,10460,9787
Georgia Institute of Technology-Main Campus,6122,6248,6721,6976,7210,8045,8641,8775,7868,7369,7673,2628,2640,2660,2712,2695,3044,2809,3089,2877,2861,3146,690,690,680,690,690,700,720,730,730,730,750,730,730,750,740,760,760,770,770,770,790,790,31.95,31.95,32.175,32.175,32.625,32.85,33.525,33.75,33.75,34.2,34.65,31,31,31,32,32,32,33,33,34,34,34,16234,18210,19962,21098,22254,23384,24748,25780,27420,28770,28776,35376,36420,38172,39308,41558,42688,44052,45972,47612,49366,49372,9664,10258,11432,13495,14088,14645,25884,27277,30528,31497,35644,9.1761629201746,9.23581316794921,9.3441717196097,9.5100745254521,9.55307865017604,9.59185425926183,10.1613802961772,10.2137991352357,10.326399574248,10.3576475821831,10.4813361087326,0,0.0596502477746181,0.108358551660489,0.165902805842402,0.0430041247239377,0.0387756090857909,0.569526036915324,0.0524188390585376,0.112600439012319,0.0312480079350372,0.123688526549561,0,594,1174,2063,593,557,11239,1393,3251,969,4147,0,0.0614652317880795,0.114447260674595,0.180458362491253,0.0439422008151167,0.0395371947756956,0.767429156708774,0.0538170298253748,0.119184661069766,0.0317413522012579,0.131663333015843,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.633485099337748,0.609085591733281,0.587911126662001,0.516932197110041,0.511783077796706,0.549334243769205,0.33383557409983,0.321699600395938,0.257730607966457,0.233958789726006,0.215267646728762,0,-0.024399507604467,-0.0211744650712801,-0.07097892955196,-0.00514911931333506,0.0375511659724991,-0.215498669669375,-0.012135973703892,-0.063968992429481,-0.023771818240451,-0.018691142997244,19777,19353,19502,20943,21975,24220,24787,25265,27287,25721,23761
